#f_gw[Hz], f_dot_total [yr^(-2)], m1 [msun], m2[msun], xGx[kpc], yGx[kpc], zGx[kpc]
7.022330071777105331e-03,-1.411673784255981445e+00,1.466677784919738770e-01,9.783322215080261230e-01,-1.319955444335937500e+03,3.112573852539062500e+02,4.017053604125976562e+01
3.712285077199339867e-03,-3.517580777406692505e-02,7.491922378540039062e-02,1.050080776214599609e+00,-6.835336303710937500e+02,-1.118344116210937500e+03,5.956433105468750000e+01
3.105653915554285049e-03,-1.360216177999973297e-02,6.173646822571754456e-02,9.132634997367858887e-01,1.754630371093750000e+03,-9.924570312500000000e+02,2.607652587890625000e+02
4.635587800294160843e-03,-1.220743432641029358e-01,9.533167630434036255e-02,9.546682834625244141e-01,-1.288994384765625000e+03,-5.481026367187500000e+03,2.934455261230468750e+02
4.200561437755823135e-03,-6.888786703348159790e-02,8.567462861537933350e-02,1.039325356483459473e+00,4.209559631347656250e+02,1.342775634765625000e+03,4.443071899414062500e+02
3.360631177201867104e-03,-2.136608399450778961e-02,6.755413115024566650e-02,7.824458479881286621e-01,-9.352459106445312500e+02,3.354075927734375000e+02,2.616800231933593750e+02
3.327053738757967949e-03,-2.026502229273319244e-02,6.662680208683013916e-02,9.083731770515441895e-01,1.930617919921875000e+03,-2.729878906250000000e+03,4.338432922363281250e+02
3.387156641110777855e-03,-2.448556758463382721e-02,6.836798042058944702e-02,6.316320300102233887e-01,6.116457519531250000e+02,2.803544677734375000e+03,6.340536594390869141e+00
4.324628505855798721e-03,-9.196881204843521118e-02,8.876901119947433472e-02,7.862309813499450684e-01,-6.701016426086425781e-01,-8.274216918945312500e+02,-4.819219055175781250e+02
3.636466106399893761e-03,-3.273937851190567017e-02,7.338646054267883301e-02,9.516135454177856445e-01,4.316136230468750000e+03,-6.227566528320312500e+02,-1.105651473999023438e+02
3.735801903530955315e-03,-3.791417926549911499e-02,7.553873956203460693e-02,9.744612574577331543e-01,2.533145507812500000e+03,-1.848426879882812500e+03,-2.920510864257812500e+02
3.269545733928680420e-03,-1.837715320289134979e-02,6.543117761611938477e-02,8.595688343048095703e-01,1.535949951171875000e+03,1.630383178710937500e+03,-6.041499023437500000e+02
3.493925556540489197e-03,-2.672696486115455627e-02,7.046533375978469849e-02,8.045346140861511230e-01,1.594811645507812500e+03,-1.969938964843750000e+03,-2.500470886230468750e+02
3.966806922107934952e-03,-5.793522670865058899e-02,8.101086318492889404e-02,7.189891338348388672e-01,1.020461349487304688e+02,1.158424835205078125e+02,6.757441406250000000e+02
2.894283970817923546e-03,-9.376297704875469208e-03,5.706855654716491699e-02,9.179314374923706055e-01,7.243234863281250000e+03,-2.796734130859375000e+03,-1.493702239990234375e+02
3.476566169410943985e-03,-2.585496939718723297e-02,7.008124887943267822e-02,8.049187660217285156e-01,-1.999754028320312500e+02,-2.121643218994140625e+02,-6.746776580810546875e+00
4.542358219623565674e-03,-1.103245019912719727e-01,9.332709759473800659e-02,9.316728711128234863e-01,-4.307489257812500000e+03,-3.471361572265625000e+03,-9.678653717041015625e+01
4.076634068042039871e-03,-6.398139894008636475e-02,8.328316360712051392e-02,8.167168498039245605e-01,1.507018184661865234e+01,-3.359037637710571289e+00,5.914063110351562500e+02
4.204017575830221176e-03,-7.939192652702331543e-02,8.619296550750732422e-02,7.388070225715637207e-01,2.022584106445312500e+03,2.463582763671875000e+03,1.232186813354492188e+02
4.494993481785058975e-03,-1.154992505908012390e-01,9.250751137733459473e-02,7.824924588203430176e-01,-7.600701141357421875e+01,-3.765755081176757812e+01,-8.554439544677734375e+01
4.250973463058471680e-03,-8.163467049598693848e-02,8.711579442024230957e-02,8.128842115402221680e-01,8.270190429687500000e+02,4.259186096191406250e+02,2.831198730468750000e+02
4.166739527136087418e-03,-6.921781599521636963e-02,8.515440672636032104e-02,8.898456096649169922e-01,-4.715213394165039062e+01,4.277149963378906250e+01,-1.638152465820312500e+02
3.337774192914366722e-03,-2.018711529672145844e-02,6.683083623647689819e-02,9.331691861152648926e-01,-8.136217651367187500e+02,2.850761718750000000e+02,1.477770080566406250e+02
4.098808858543634415e-03,-6.625735014677047729e-02,8.380693197250366211e-02,7.911930680274963379e-01,-8.578120117187500000e+02,-7.578078613281250000e+02,-1.451481475830078125e+02
3.241874510422348976e-03,-1.704621128737926483e-02,6.467498838901519775e-02,9.603250026702880859e-01,-1.712759552001953125e+02,2.392274902343750000e+03,-6.729677200317382812e+00
4.381338134407997131e-03,-9.036955237388610840e-02,8.979732543230056763e-02,9.352026581764221191e-01,-4.304139160156250000e+03,2.143416290283203125e+02,-2.861103439331054688e+01
4.280429799109697342e-03,-8.562023192644119263e-02,8.776021748781204224e-02,8.122398257255554199e-01,2.489789581298828125e+02,-6.884912109375000000e+01,3.636653518676757812e+01
3.529412904754281044e-03,-2.828967384994029999e-02,7.128788530826568604e-02,7.787120938301086426e-01,2.520071411132812500e+02,-3.185968505859375000e+03,-4.683392333984375000e+02
3.427757183089852333e-03,-2.434590645134449005e-02,6.903965771198272705e-02,7.809603214263916016e-01,1.180702514648437500e+03,2.234763183593750000e+03,1.223641300201416016e+01
3.745843656361103058e-03,-3.773937001824378967e-02,7.584077864885330200e-02,9.241592288017272949e-01,-9.735642089843750000e+02,6.683769531250000000e+02,3.468690185546875000e+02
3.855568822473287582e-03,-4.497975111007690430e-02,7.829819619655609131e-02,8.967018127441406250e-01,9.230818176269531250e+01,-1.285140686035156250e+02,1.809489746093750000e+02
3.110184101387858391e-03,-1.419082377105951309e-02,6.213028356432914734e-02,7.128697037696838379e-01,2.897847656250000000e+03,-1.247354370117187500e+03,-1.569696617126464844e+01
3.850060980767011642e-03,-4.936661943793296814e-02,7.847573608160018921e-02,6.965242624282836914e-01,-1.751574340820312500e+03,2.478772430419921875e+02,2.056718139648437500e+02
5.703213158994913101e-03,-4.329102635383605957e-01,1.185852065682411194e-01,9.064148068428039551e-01,8.545048828125000000e+02,-5.681731700897216797e+00,-4.095552673339843750e+02
3.033637301996350288e-03,-1.226961798965930939e-02,6.004007905721664429e-02,9.899599552154541016e-01,4.288743652343750000e+03,2.358251464843750000e+03,-3.121581726074218750e+02
4.047276917845010757e-03,-6.114399433135986328e-02,8.259793370962142944e-02,8.424021005630493164e-01,2.514981842041015625e+02,1.001143112182617188e+02,3.244391784667968750e+02
4.015632439404726028e-03,-5.775325372815132141e-02,8.193844556808471680e-02,8.180615305900573730e-01,-3.302163574218750000e+03,2.209034576416015625e+02,-1.162069244384765625e+02
3.683878108859062195e-03,-3.509362041950225830e-02,7.461846619844436646e-02,8.253815174102783203e-01,-1.598907775878906250e+02,-1.421425018310546875e+02,4.116524887084960938e+01
5.150690209120512009e-03,-2.748122513294219971e-01,1.067866310477256775e-01,7.682133316993713379e-01,3.918295654296875000e+03,-7.261210449218750000e+03,2.883380737304687500e+02
3.920571878552436829e-03,-4.868591576814651489e-02,7.969207316637039185e-02,9.203079342842102051e-01,-9.351335449218750000e+02,6.646033325195312500e+02,3.105396118164062500e+02
3.648909740149974823e-03,-3.544952720403671265e-02,7.403956353664398193e-02,7.009603977203369141e-01,3.156087402343750000e+03,-1.562315795898437500e+03,-2.260434150695800781e+01
3.895925590768456459e-03,-4.815421998500823975e-02,7.918687909841537476e-02,8.958131670951843262e-01,-9.962613525390625000e+02,1.534607788085937500e+03,-3.092165184020996094e+01
3.481361782178282738e-03,-2.531597204506397247e-02,6.982761621475219727e-02,1.055172443389892578e+00,3.547871093750000000e+03,3.557083740234375000e+03,-3.158903503417968750e+02
4.175467416644096375e-03,-7.018979638814926147e-02,8.534703403711318970e-02,8.896529674530029297e-01,2.367097625732421875e+02,2.186668457031250000e+03,-8.128789672851562500e+02
3.296659560874104500e-03,-1.945106871426105499e-02,6.617972999811172485e-02,7.588202357292175293e-01,1.894878784179687500e+03,-1.078333984375000000e+03,-3.553342895507812500e+02
5.312915425747632980e-03,-2.868314683437347412e-01,1.102008000016212463e-01,8.647992014884948730e-01,7.379028320312500000e+01,7.902542114257812500e+00,2.751051940917968750e+02
3.523473627865314484e-03,-2.650038152933120728e-02,7.081940025091171265e-02,1.004180550575256348e+00,9.725032958984375000e+02,8.984254760742187500e+02,1.284334716796875000e+02
4.285966046154499054e-03,-7.837943732738494873e-02,8.755069226026535034e-02,1.037449240684509277e+00,-4.772601562500000000e+03,-5.375490722656250000e+03,4.160808105468750000e+02
4.555787425488233566e-03,-1.303043216466903687e-01,9.389807283878326416e-02,7.311019301414489746e-01,-1.181154479980468750e+02,1.941758918762207031e+01,3.114055175781250000e+02
3.915484528988599777e-03,-4.975200444459915161e-02,7.961592823266983032e-02,8.953840732574462891e-01,-4.487906494140625000e+02,4.028884277343750000e+02,-2.679982910156250000e+02
3.510938258841633797e-03,-2.837673760950565338e-02,7.099454104900360107e-02,7.040054202079772949e-01,-7.116269531250000000e+02,-2.134974060058593750e+02,-2.809103698730468750e+02
3.716039704158902168e-03,-3.686322644352912903e-02,7.522288709878921509e-02,8.997771143913269043e-01,1.648038330078125000e+02,2.170049591064453125e+02,-9.514635009765625000e+02
3.280622186139225960e-03,-1.884095929563045502e-02,6.582399457693099976e-02,7.591759562492370605e-01,4.663793029785156250e+02,-7.032183227539062500e+02,2.065225839614868164e+00
3.184224478900432587e-03,-1.592818461358547211e-02,6.358148157596588135e-02,8.364185094833374023e-01,1.428665466308593750e+02,-3.205047912597656250e+02,3.194422607421875000e+02
4.682629369199275970e-03,-1.279800683259963989e-01,9.625139832496643066e-02,1.028748631477355957e+00,6.329972656250000000e+03,4.698900878906250000e+03,-1.490152740478515625e+02
3.264052327722311020e-03,-1.794340088963508606e-02,6.523777544498443604e-02,9.097622036933898926e-01,1.326177673339843750e+02,9.052467346191406250e+01,2.602757568359375000e+02
3.616424743086099625e-03,-3.246028348803520203e-02,7.313243299722671509e-02,8.268675804138183594e-01,-3.614698974609375000e+03,-1.785681762695312500e+03,1.098139419555664062e+02
3.788522910326719284e-03,-4.391943290829658508e-02,7.708332687616348267e-02,7.229166626930236816e-01,-5.743828735351562500e+02,-3.318026733398437500e+02,-1.197835311889648438e+02
3.900858107954263687e-03,-5.137224122881889343e-02,7.948234677314758301e-02,7.705176472663879395e-01,5.249554443359375000e+02,9.324814453125000000e+02,1.277915573120117188e+02
3.136568004265427589e-03,-1.501038298010826111e-02,6.271409988403320312e-02,7.122858762741088867e-01,2.400317138671875000e+03,-9.590803222656250000e+02,5.287970581054687500e+02
3.445139853283762932e-03,-2.435062825679779053e-02,6.938352435827255249e-02,8.056164383888244629e-01,5.626566772460937500e+02,-3.445334777832031250e+02,-1.785975952148437500e+02
3.778881393373012543e-03,-4.712932929396629333e-02,7.701360434293746948e-02,6.229863762855529785e-01,7.499412536621093750e+01,1.156661987304687500e+02,7.692066192626953125e+01
3.101895330473780632e-03,-1.337984297424554825e-02,6.158111616969108582e-02,9.634189009666442871e-01,5.868081542968750000e+03,5.293871688842773438e+01,6.141406631469726562e+01
3.724305192008614540e-03,-3.740204125642776489e-02,7.540489733219146729e-02,8.995950818061828613e-01,1.634021362304687500e+03,1.019193359375000000e+03,2.274077606201171875e+02
4.212141502648591995e-03,-7.232652604579925537e-02,8.607700467109680176e-02,9.389230012893676758e-01,7.570118164062500000e+03,2.126946777343750000e+03,-7.186552429199218750e+01
4.058101214468479156e-03,-6.185714155435562134e-02,8.290705084800720215e-02,7.920929193496704102e-01,-5.879328613281250000e+02,1.137714355468750000e+03,-5.442814941406250000e+02
3.685229225084185600e-03,-3.789081797003746033e-02,7.480179518461227417e-02,7.251982092857360840e-01,-3.205682983398437500e+02,-1.357328491210937500e+02,1.143245773315429688e+02
4.283779766410589218e-03,-8.623061329126358032e-02,8.790432661771774292e-02,7.620956897735595703e-01,2.966339416503906250e+02,1.464698852539062500e+03,-5.116528320312500000e+02
3.957558888942003250e-03,-5.441165715456008911e-02,8.069873601198196411e-02,7.943012714385986328e-01,1.986985168457031250e+02,1.695479278564453125e+02,1.489765472412109375e+02
3.796427510678768158e-03,-4.192020744085311890e-02,7.703068852424621582e-02,8.729693293571472168e-01,-3.874781494140625000e+03,-3.717438964843750000e+03,6.299629516601562500e+02
3.526582149788737297e-03,-2.841570973396301270e-02,7.118532061576843262e-02,8.038147091865539551e-01,5.415620727539062500e+02,-2.372097167968750000e+03,8.284011840820312500e+01
4.277762956917285919e-03,-8.994236588478088379e-02,8.781095594167709351e-02,7.371889948844909668e-01,5.900410156250000000e+03,2.068044677734375000e+03,2.261313018798828125e+02
3.531106514856219292e-03,-2.773405611515045166e-02,7.124457508325576782e-02,8.287553787231445312e-01,1.097511596679687500e+03,-7.410453125000000000e+03,4.939067993164062500e+02
4.224863369017839432e-03,-7.148224860429763794e-02,8.621034771203994751e-02,1.038789629936218262e+00,-2.802880371093750000e+03,-1.014666870117187500e+03,3.009823608398437500e+02
3.191260620951652527e-03,-1.583090797066688538e-02,6.342516094446182251e-02,1.061574816703796387e+00,2.667486267089843750e+02,2.748591308593750000e+02,3.319333496093750000e+02
3.501796163618564606e-03,-2.787554822862148285e-02,7.079198956489562988e-02,7.042080163955688477e-01,4.407366561889648438e+01,6.671268310546875000e+02,-9.443361816406250000e+02
4.534745123237371445e-03,-9.088987857103347778e-02,9.251133352518081665e-02,1.382488727569580078e+00,-5.340234985351562500e+02,-3.019083862304687500e+02,5.478665161132812500e+01
3.374231513589620590e-03,-2.254232577979564667e-02,6.793464720249176025e-02,7.320653200149536133e-01,-1.400548461914062500e+03,3.809623413085937500e+02,-7.039184570312500000e+02
3.044608514755964279e-03,-1.225543767213821411e-02,6.052663177251815796e-02,8.144733905792236328e-01,5.654598144531250000e+03,-2.582971679687500000e+03,-1.640540313720703125e+01
4.070110153406858444e-03,-5.955316498875617981e-02,8.298365771770477295e-02,9.170163869857788086e-01,-3.019138183593750000e+02,-9.453751831054687500e+02,-8.800791931152343750e+01
3.763447515666484833e-03,-3.874172642827033997e-02,7.611936330795288086e-02,9.988806247711181641e-01,1.293423217773437500e+03,-9.617652587890625000e+02,2.428774719238281250e+02
4.267757292836904526e-03,-8.122484385967254639e-02,8.737144619226455688e-02,8.876285552978515625e-01,-2.641402893066406250e+02,-9.912604980468750000e+02,-1.074172515869140625e+02
3.431514371186494827e-03,-2.372569590806961060e-02,6.908005475997924805e-02,8.059199452400207520e-01,-4.679739379882812500e+01,4.223309631347656250e+02,5.446925735473632812e+01
3.851507324725389481e-03,-4.927535727620124817e-02,7.846548408269882202e-02,7.215344905853271484e-01,2.810062561035156250e+02,8.620718994140625000e+02,1.955042877197265625e+02
3.672260791063308716e-03,-3.557917475700378418e-02,7.440548390150070190e-02,8.005945086479187012e-01,1.905194702148437500e+03,2.506696533203125000e+03,-5.537127075195312500e+02
3.531032241880893707e-03,-2.865271829068660736e-02,7.128317654132843018e-02,8.037168383598327637e-01,2.304236907958984375e+02,-5.130471420288085938e+01,-5.308681640625000000e+02
3.294879104942083359e-03,-1.871407590806484222e-02,6.578113138675689697e-02,1.009218811988830566e+00,1.069376678466796875e+02,6.269925537109375000e+02,-3.535416564941406250e+02
3.373076440766453743e-03,-2.219043113291263580e-02,6.775392591953277588e-02,8.322460651397705078e-01,2.424544677734375000e+02,6.780200805664062500e+02,-2.482695770263671875e+02
3.439895808696746826e-03,-2.435975708067417145e-02,6.923620402812957764e-02,8.307638168334960938e-01,3.768562927246093750e+02,-1.204664428710937500e+03,-2.001695823669433594e+01
4.222443792968988419e-03,-7.780013978481292725e-02,8.651953935623168945e-02,7.884804606437683105e-01,-1.319105590820312500e+03,-5.281243896484375000e+02,-2.904728088378906250e+02
4.418737720698118210e-03,-1.121606454253196716e-01,9.095051139593124390e-02,6.840494871139526367e-01,-2.341122817993164062e+01,-7.177848815917968750e+01,-3.150046691894531250e+02
3.197738667950034142e-03,-1.637115515768527985e-02,6.376899778842926025e-02,9.112309813499450684e-01,8.022698211669921875e+01,-1.131430175781250000e+03,-1.322268371582031250e+02
3.586784936487674713e-03,-3.106658160686492920e-02,7.243863493204116821e-02,8.525613546371459961e-01,-2.449282379150390625e+02,1.530148559570312500e+03,-1.387209777832031250e+02
3.301108721643686295e-03,-1.884122006595134735e-02,6.585055589675903320e-02,1.059149384498596191e+00,-2.032664916992187500e+03,8.989371490478515625e+01,2.649725952148437500e+02
